price,nav-link,description,listing-location,bed,bath,carport,surface_area,building_area
Rp 895 Juta,https://www.rumah123.com/properti/sleman/hos17097302/,Hunian Baru Dalam Perumahan Pinggir Jl Purwomartani,"Kalasan, Sleman",3,2,1,85 m²,70 m²
Rp 14 Miliar,https://www.rumah123.com/properti/yogyakarta/hos16241460/,"Dijual Rumah Timoho, Yogyakarta","Umbulharjo, Yogyakarta",2,2,,990 m²,300 m²
"Rp 2,29 Miliar",https://www.rumah123.com/properti/sleman/hos14607143/,Rumah Elite Full Furnish Dalam Perumahan di Mlati Yogyakarta,"Mlati, Sleman",3,2,2,130 m²,90 m²
"Rp 1,25 Miliar",https://www.rumah123.com/properti/sleman/hos17098255/,Dijual Rumah 2 Lantai Di Jalan Raya Bibis Godean,"Godean, Sleman",3,3,1,110 m²,110 m²
Rp 562 Juta,https://www.rumah123.com/properti/sleman/hos17098185/,"Rumah Baru SHM di Krapyak , Dekat Samsat Sleman","Sleman, Sleman",2,1,1,53 m²,92 m²
Rp 725 Juta,https://www.rumah123.com/properti/sleman/hos17098134/,Bonus Pagar Dan Canopy Rumah Moderen Ideal,"Sleman, Sleman",3,2,2,114 m²,71 m²
Rp 11 Miliar,https://www.rumah123.com/properti/yogyakarta/hos17098117/,"Dijual Guest House, Cafe, Private House Jl.harjosudiro, Yogyakarta","Caturtunggal, Yogyakarta",15,3,,580 m²,400 m²
Rp 8 Miliar,https://www.rumah123.com/properti/sleman/hos14502613/,Rumah Plus Kost 2 Lantai di Jalan Solo,"Kalasan, Sleman",16,3,,385 m²,770 m²
Rp 700 Juta,https://www.rumah123.com/properti/sleman/hos17098000/,Perumahan termurah di Kalasan legalitas SHM DP 10% siap KPR,"Kalasan, Sleman",2,1,1,94 m²,45 m²
"Rp 2,3 Miliar",https://www.rumah123.com/properti/sleman/hos17098001/,Rumah di Jogja Dengan Nuansa Jepang Modern di Jombor Yogyakarta,"Mlati, Sleman",3,3,,123 m²,160 m²
"Rp 3,8 Miliar",https://www.rumah123.com/properti/sleman/hos17097942/,"Kost 4 Lantai 40 Kamar Full Penghuni Di Karangmalang UNY, UGM","Caturtunggal, Sleman",40,40,1,110 m²,400 m²
"Rp 1,9 Miliar",https://www.rumah123.com/properti/sleman/hos16129382/,Dijual Rumah Perumahan Griya Taman Wisata Jl. Kaliurang Km 13 Sleman Diy,"Ngaglik, Sleman",2,1,1,198 m²,190 m²
"Rp 1,82 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16701510/,Rumah Dijual di Yogyakarta,"Wirobrajan, Yogyakarta",3,2,1,140 m²,158 m²
"Rp 1,25 Miliar",https://www.rumah123.com/properti/sleman/hos16420154/,RUMAH CANTIK SUPER MURAH DEKAT  KAMPUS  UGM DI JOMBOR DEKAT,"Jombor, Sleman",4,3,1,108 m²,180 m²
Rp 675 Juta,https://www.rumah123.com/properti/sleman/hos17097900/,Rumah SHM Cluster Dekat Wirobrajan Jl. Wates Km 3,"Gamping, Sleman",3,2,1,108 m²,60 m²
"Rp 1,2 Miliar",https://www.rumah123.com/properti/bantul/hos16815710/,Rumah Sedayu Jl Wates Halaman Luas Harga Pasar Dekat Kampus,"Sedayu, Bantul",3,2,1,436 m²,127 m²
"Rp 1,25 Miliar",https://www.rumah123.com/properti/sleman/hos14607283/,Rumah Dalam Perumahan di Dekat Ringroad Utara Yogyakarta,"Depok, Sleman",5,3,,145 m²,220 m²
"Rp 1,9 Miliar",https://www.rumah123.com/properti/sleman/hos15966801/,Dijual Rumah Hunian Lokasi Perumahan Lempongsari Ngaglik Sleman Yogyakarta,"Ngaglik, Sleman",4,2,2,162 m²,120 m²
"Rp 3,5 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16047779/,"Dijual Rumah Lokasi Kh. Muhdi, Maguwoharjo, Diy","Maguwoharjo, Yogyakarta",3,3,1,728 m²,426 m²
Rp 2 Miliar,https://www.rumah123.com/properti/sleman/hos15957284/,Dijual Cepat Rumah Dalam Perumahan,"Depok, Sleman",3,5,1,158 m²,200 m²
"Rp 1,98 Miliar",https://www.rumah123.com/properti/sleman/hos14738034/,"Rumah Baru Siap Huni Full Furnish ,dalam Perumahan di Sukoharjo Ngaglik Diy","Ngaglik, Sleman",5,3,2,175 m²,180 m²
Rp 335 Juta,https://www.rumah123.com/properti/bantul/hos15446237/,Rumah Dekat Kampus Umy di Kalirandu Bangunjiwo Siap Huni,"Kasihan, Bantul",2,1,1,75 m²,45 m²
"Rp 3,1 Miliar",https://www.rumah123.com/properti/sleman/hos16640424/,Dijual Rumah Minimalis Bangunan Baru Th 2018 Lokasi Sinduadi Mlati Sleman,"Mlati, Sleman",4,4,3,701 m²,425 m²
"Rp 3,5 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16279828/,"Dijual Rumah Usaha Atau Cafe Jogja Timur,selangkah Bandara Adisucipto.","Maguwoharjo, Yogyakarta",2,3,,338 m²,275 m²
"Rp 1,47 Miliar",https://www.rumah123.com/properti/yogyakarta/hos14843732/,Rumah Dalam Perumahan di Surowajan Baru Yogyakarta,"Gondomanan, Yogyakarta",3,2,1,175 m²,150 m²
"Rp 4,2 Miliar",https://www.rumah123.com/properti/sleman/hos15619154/,Rumah Mewah Full Furnish Dalam Perumahan di Depok Sleman Yogyakarta,"Depok, Sleman",4,4,3,300 m²,290 m²
Rp 270 Juta,https://www.rumah123.com/properti/sleman/hos17097785/,"Rumah Baru Siap Huni Brkualitas, Legalitas Aman SHM","Kalasan, Sleman",2,1,1,61 m²,30 m²
"Rp 2,95 Miliar",https://www.rumah123.com/properti/sleman/hos17097783/,Kost Eksklusif Strategis Kampus Ugm 12 Kamar Full Furnished,"Depok, Sleman",12,12,2,139 m²,250 m²
Rp 880 Juta,https://www.rumah123.com/properti/sleman/hos16837920/,Rumah Condong Catur Dalam Perumahan Dekat Kota,"Depok, Sleman",3,2,1,104 m²,100 m²
"Rp 5,3 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16622464/,Dijual Kos2 An Daerah Krodan,"Maguwoharjo, Yogyakarta",30,30,1,427 m²,620 m²
Rp 245 Juta,https://www.rumah123.com/properti/sleman/hos17097761/,Miliki Rumah Siap Huni Tipe 36 75 Harga Murah Di Prambanan.,"Berbah, Sleman",2,1,1,75 m²,36 m²
"Rp 7,7 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16805007/,Rumah 3 lantai SUPER MEWAH Di kawasan ELITE kota Yogyakarta,"Kraton, Yogyakarta",4,3,4,289 m²,600 m²
"Rp 3,5 Miliar",https://www.rumah123.com/properti/sleman/hos16622553/,Dijual Cepat Villa Dekat Dengan Kota.,"Depok, Sleman",7,4,3,190 m²,380 m²
Rp 4 Miliar,https://www.rumah123.com/properti/sleman/hos16877077/,Dijual Murah Rumah Bagus di Jl Kaliurang Km. 7,"Depok, Sleman",10,10,3,273 m²,400 m²
Rp 850 Juta,https://www.rumah123.com/properti/bantul/hos15303203/,Rumah Didalam Perumahan Dijalan Wates Yogyakarta,"Sedayu, Bantul",2,1,,143 m²,70 m²
Rp 430 Juta,https://www.rumah123.com/properti/bantul/hos16918390/,Rumah Murah Siap Huni Dekat Univ. Mercu Buana,"Sedayu, Bantul",2,1,2,81 m²,36 m²
Rp 500 Juta,https://www.rumah123.com/properti/yogyakarta/hos17097648/,Rumah murah dekat Jogja kota strategis dekat rm jejamuran,"Sleman, Yogyakarta",2,1,1,80 m²,45 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/sleman/hos17097639/,Rumah Baru di Jalan Kaliurang Km 6 Strategis Kampus Ugm,"Depok, Sleman",3,3,2,139 m²,125 m²
Rp 350 Juta,https://www.rumah123.com/properti/bantul/hos16138578/,Rumah Dekat Wisata Kasongan di Jl Bantul Km 7 Sewon Proses Bangun,"Sewon, Bantul",2,1,1,75 m²,40 m²
Rp 440 Juta,https://www.rumah123.com/properti/bantul/hos16761393/,Rumah Siap Huni Dekat Kampus Uad Jl Imogiri Timur Km 12 Jetis,"Jetis, Bantul",2,1,1,88 m²,50 m²
Rp 345 Juta,https://www.rumah123.com/properti/bantul/hos10995309/,Perumahan Dekat Kampus Umy di Bangunjiwo Kasihan Bantul Proses Bangun,"Kasihan, Bantul",2,1,1,106 m²,47 m²
Rp 407 Juta,https://www.rumah123.com/properti/bantul/hos8727521/,Dapatkan Rumah Mewah di Pungkuran Pleret Bantul Dekat Kampus UAD,"Plered, Bantul",2,1,,80 m²,45 m²
Rp 349 Juta,https://www.rumah123.com/properti/yogyakarta/hos16077213/,Rumah Harga Terjangkau Hanya 15 Menit Dari Univ Mercu Buana,"Kulonprogo, Yogyakarta",2,1,1,74 m²,40 m²
Rp 750 Juta,https://www.rumah123.com/properti/sleman/hos17097492/,Rumah Bagus 700 Jutaan di Utara Kampus Upn Jalan Candi Gebang,"Ngemplak, Sleman",3,1,1,103 m²,61 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/sleman/hos17097480/,"Rumah Mewah Kontemporer, 11 Menit Ke Kampus Ugm Jogja","Depok, Sleman",3,3,1,139 m²,125 m²
Rp 298 Juta,https://www.rumah123.com/properti/bantul/hos17097475/,Rumah Siap Huni Dekat Rs Pku Bantul di Jl Selarong Pajangan Bantul,"Pajangan, Bantul",2,1,1,61 m²,40 m²
"Rp 1,52 Miliar",https://www.rumah123.com/properti/sleman/hos17097450/,Termurah di Areanya 4 Kamar Tidur Rumah di Jalan Kaliurang Km 9,"Ngaglik, Sleman",4,2,2,99 m²,150 m²
Rp 298 Juta,https://www.rumah123.com/properti/bantul/hos17097425/,Rumah Siap Huni Dekat Rs Pku Bantul di Jl Selarong Pajangan Bantul,"Pajangan, Bantul",2,1,1,61 m²,40 m²
"Rp 1,5 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17097153/,Dijual Rumah Mewah 2 Lantai Bonus Furnish Di Kalasan Sleman,"Purwomartani, Yogyakarta",5,3,1,158 m²,220 m²
"Rp 1,5 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17097327/,"Rumah Modern 2 Lantai 1,5 Mlyr Bonus Furnish Dalam Cluster","Jetis, Yogyakarta",5,3,1,135 m²,220 m²
Rp 520 Juta,https://www.rumah123.com/properti/sleman/hos17097210/,Rumah Cantik Siap Huni di Jogja Barat,"Sayegan, Sleman",2,1,,90 m²,50 m²
"Rp 1,7 Miliar",https://www.rumah123.com/properti/sleman/hos17097143/,RUMAH FULL FURNISH DI NOGOTIRTO JALAN GODEAN DEKAT TUGU JOGJA,"Gamping, Sleman",5,3,1,144 m²,200 m²
"Rp 3,2 Miliar",https://www.rumah123.com/properti/sleman/hos17097148/,Rumah Mewah di Jalan Palagan Km 11 Dalam Perumahan Elit Modern,"Ngaglik, Sleman",4,4,1,204 m²,200 m²
"Rp 1,7 Miliar",https://www.rumah123.com/properti/sleman/hos16076535/,Rumah Modern Bagus Full Furnished 7 Menit Ke Sleman City Hall,"Ngaglik, Sleman",2,1,,114 m²,114 m²
"Rp 1,7 Miliar",https://www.rumah123.com/properti/sleman/hos17097084/,RUMAH FULL FURNISH DI NOGOTIRTO JALAN GODEAN DEKAT TUGU JOGJA,"Gamping, Sleman",5,3,1,144 m²,200 m²
"Rp 1,95 Miliar",https://www.rumah123.com/properti/sleman/hos17097058/,Rumah Bagus Strategis Mewah di Maguwoharjo 2 Lantai Masih Baru,"Depok, Sleman",5,6,3,166 m²,150 m²
Rp 487 Juta,https://www.rumah123.com/properti/sleman/hos17096989/,Rumah Skandinavian 485 Juta Bisa Kpr,"Cebongan, Sleman",3,1,1,95 m²,61 m²
Rp 999 Juta,https://www.rumah123.com/properti/sleman/hos17096974/,Rumah SHM Modern Minimalis di Jl. Godean Km 6 Sidoarum,"Godean, Sleman",3,1,1,145 m²,120 m²
Rp 480 Juta,https://www.rumah123.com/properti/sleman/hos17096864/,Mangku Jalan Aspal Padat Penduduk 480 Juta Di Seyegan Sleman,"Sayegan, Sleman",3,1,1,92 m²,59 m²
"Rp 2,6 Miliar",https://www.rumah123.com/properti/sleman/hos17096828/,Dijual Harga Rendah Rumah Di Perumahan Dekat Amplaz Jogja,"Condong Catur, Sleman",3,2,,126 m²,160 m²
Rp 532 Juta,https://www.rumah123.com/properti/sleman/hos17096807/,Rumah 1 Lantai Desain 2 Lantai Free Lantai Mezzanin Di Seyegan,"Godean, Sleman",3,1,2,91 m²,53 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/sleman/hos17096797/,"Rumah Cantik Dlm Cluster Di Maguwoharjo Sleman, Semi Furnish","Depok, Sleman",4,3,1,123 m²,200 m²
Rp 555 Juta,https://www.rumah123.com/properti/sleman/hos17096660/,"Utara Pasar Godean Bonus Lantai Mezzanin, Diskon Puluhan Juta","Sayegan, Sleman",3,1,2,114 m²,53 m²
Rp 835 Juta,https://www.rumah123.com/properti/bantul/hos17096594/,"Rumah Modern, Dekat Perempatan Blok O Di Banguntapan","Banguntapan, Bantul",3,2,,102 m²,65 m²
Rp 530 Juta,https://www.rumah123.com/properti/sleman/hos17096589/,"Promo Menarik Bonus Lantai Mezzanin, Diskon 20juta, Bebas Biaya","Mlati, Sleman",3,1,2,90 m²,53 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/sleman/hos17096483/,"Rumah 2 Lantai Di Jual Harga Rendah Dekat Hyatra, Jogja","Ngaglik, Sleman",4,4,1,265 m²,210 m²
Rp 520 Juta,https://www.rumah123.com/properti/sleman/hos17096317/,Rumah Baru Siap Huni di Margoagung Seyegan 500 Jt an,"Godean, Sleman",2,1,1,90 m²,50 m²
"Rp 4,9 Miliar",https://www.rumah123.com/properti/sleman/hos17096273/,DIJUAL RUMAH 2 LANTAI SIAP HUNI LOKASI : JALAN KALIURANG KM 9,"Ngaglik, Sleman",4,3,1,300 m²,265 m²
Rp 365 Juta,https://www.rumah123.com/properti/bantul/hos10569136/,Rumah Dekat Rs Uii Pandak di Jl Srandakan Pandak Bantul Siap Bangun,"Pandak, Bantul",2,1,1,100 m²,45 m²
Rp 735 Juta,https://www.rumah123.com/properti/sleman/hos17096230/,"Rumah Legalitas SHM Pbg Dekat Maguwoharjo, Sleman","Ngemplak, Sleman",3,2,1,105 m²,70 m²
"Rp 1,8 Miliar",https://www.rumah123.com/properti/sleman/hos17091360/,Cari Rumah Sejuk Asri di Sleman Ada Bonus Ac Waterheater Juga,"Ngemplak, Sleman",4,2,1,168 m²,140 m²
Rp 685 Juta,https://www.rumah123.com/properti/yogyakarta/hos17091556/,Cari Rumah Siap Huni di Jakal Sleman Kepoin Unit Ini Yukk,"Sleman, Yogyakarta",3,2,1,120 m²,77 m²
Rp 750 Juta,https://www.rumah123.com/properti/yogyakarta/hos16077118/,Beli Rumah Disini Gak Perlu Mikir Jauh Mau Kuliah Di Uii,"Sleman, Yogyakarta",3,2,1,120 m²,85 m²
Rp 775 Juta,https://www.rumah123.com/properti/sleman/hos17096148/,"Cluster Murah, Area Strategis Di Ngemplak Sleman Dekat Uii","Ngemplak, Sleman",3,2,2,113 m²,85 m²
"Rp 1,5 Miliar",https://www.rumah123.com/properti/sleman/hos17096121/,Rumah Mewah 2 Lantai Dekat Gkj Tulung Prambanan,"Kalasan, Sleman",5,3,1,158 m²,220 m²
Rp 500 Juta,https://www.rumah123.com/properti/sleman/hos17096113/,Dijual Harga Rendah Rumah Di Perumahan Puri Roro Jonggrang,"Prambanan, Sleman",2,2,1,90 m²,45 m²
Rp 900 Juta,https://www.rumah123.com/properti/sleman/hos17096042/,Rumah SHM di Jln Kaliurang km 10 2 Lantai free desain,"Ngaglik, Sleman",3,2,2,195 m²,90 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/bantul/hos12743350/,"Rumah MURAH SHM HOOK di Banguntapan dkt AAU,JEC,RSAU,UTDI dll","Banguntapan, Bantul",4,3,2,291 m²,155 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/sleman/hos17096013/,Bu Dijual Rumah Murah Banget Di Maguwoharjo Sleman,"Depok, Sleman",4,3,,123 m²,200 m²
Rp 750 Juta,https://www.rumah123.com/properti/bantul/hos15755395/,Dijual Rumah Murah Dua Lantai di Potorono Baturetno Banguntapan,"Banguntapan, Bantul",3,2,2,141 m²,200 m²
Rp 700 Juta,https://www.rumah123.com/properti/sleman/hos16794981/,Rumah Baru Siap Huni Cocok Keluarga Muda di Berbah Sleman,"Berbah, Sleman",3,1,1,110 m²,64 m²
Rp 375 Juta,https://www.rumah123.com/properti/sleman/hos17095936/,MURAH MURAH MURAH!! RUMAH PROSES BANGUN di UTARA BONG SUPIT BOGEM,"Kalasan, Sleman",2,1,,72 m²,72 m²
Rp 450 Juta,https://www.rumah123.com/properti/bantul/hos17095920/,Dijual Rumah Murah Siap Huni dekat Kecamatan pleret dekat kota jogja,"Banguntapan, Bantul",2,1,2,97 m²,50 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/sleman/hos17095881/,"Rumah Full Furnished, 9 Menit Ke Polda Diy Di Depok, Sleman","Depok, Sleman",3,3,2,139 m²,125 m²
Rp 545 Juta,https://www.rumah123.com/properti/bantul/hos15980991/,Dijual Rumah Murah Bangunan Baru di Banguntapan Potorono,"Banguntapan, Bantul",3,1,2,117 m²,60 m²
Rp 920 Juta,https://www.rumah123.com/properti/bantul/hos16944227/,Rumah Bagus Siap Huni di Jalan Wonosari Km 7 Banguntapan,"Banguntapan, Bantul",3,3,1,105 m²,121 m²
Rp 290 Juta,https://www.rumah123.com/properti/sleman/hos17075378/,"Minicluster Rumah siap Bangun mulai 200jtan Berbah,UNIT TERBATAS!","Berbah, Sleman",2,1,1,70 m²,4 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/sleman/hos17095697/,AKSES JOOS POLL!! RUMAH BARU KONSEP VILLA - 2 LANTAI PERUMAHAN,"Ngaglik, Sleman",3,3,,150 m²,170 m²
"Rp 1,5 Miliar",https://www.rumah123.com/properti/sleman/hos17095518/,Rumah Baru 2 Lantai Istimewa di Tamanmartanj Kalasan,"Kalasan, Sleman",,,,158 m²,250 m²
"Rp 1,5 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17095293/,Rumah 2 Lantai Di Perumahan Tajem Maguwoharjo Sleman Turun Harga,"Maguwoharjo, Yogyakarta",3,4,1,150 m²,160 m²
Rp 900 Juta,https://www.rumah123.com/properti/yogyakarta/hos17095239/,Kost Murah 16 Kamar Full Penghuni Timur XT Square Umbulharjo,"Umbulharjo, Yogyakarta",16,5,1,171 m²,180 m²
"Rp 1,2 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17095198/,Rumah di Jual Jogja Dalam Perumahan Maguwoharjo Depok Sleman Yogyakarta SHM Baru,"Maguwoharjo, Yogyakarta",3,3,2,100 m²,110 m²
"Rp 4,5 Miliar",https://www.rumah123.com/properti/sleman/hos17095139/,Rumah Siap Huni Di Sinduadi Mlati Sleman Dekat Ugm,"Mlati, Sleman",4,4,8,564 m²,190 m²
Rp 850 Juta,https://www.rumah123.com/properti/sleman/hos17094971/,"850 Jt Rumah Godean 3 Lantai, Mangku Aspal","Godean, Sleman",6,3,3,835 m²,600 m²
Rp 960 Juta,https://www.rumah123.com/properti/yogyakarta/hos17094967/,960 Jt Rumah Baru 2 Lantai Dekat Uii Kaliurang,"Kaliurang, Yogyakarta",3,3,2,107 m²,80 m²
Rp 5 Miliar,https://www.rumah123.com/properti/sleman/hos17094958/,"Rumah Palagan Asri Jogja, Hook Dijual Cepat","Mlati, Sleman",5,5,2,277 m²,249 m²
Rp 7 Juta,https://www.rumah123.com/properti/yogyakarta/hos17094944/,"Rumah Dijual Deresan Gejayan, Dekat Ugm Uny Jogja Termurah","Caturtunggal, Yogyakarta",5,5,10,2769 m²,500 m²
"Rp 1,2 Miliar",https://www.rumah123.com/properti/sleman/hos17094883/,"Rumah Baru Modern Minimalis Di Maguwoharjp Dekat UPN, Lotte Mart","Depok, Sleman",3,2,1,130 m²,93 m²
"Rp 1,79 Miliar",https://www.rumah123.com/properti/sleman/hos17094734/,Kost Exclusive Baru Full Furnish Di JL. Kaliurang KM 12 Dekat UII,"Ngaglik, Sleman",10,10,3,205 m²,200 m²
Rp 520 Juta,https://www.rumah123.com/properti/sleman/hos17094719/,Hunian Nyaman Dan Asri di Seyegan Siap Kpr Kami Bantu,"Mlati, Sleman",2,1,1,90 m²,50 m²
"Rp 2,95 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17094621/,Kost Paviliun Di Maguwoharjo Depok Sleman Dekat Kampus Sanata Dharma,"Maguwoharjo, Yogyakarta",12,12,1,200 m²,400 m²
Rp 999 Juta,https://www.rumah123.com/properti/yogyakarta/hos17094566/,Rumah Scandinavian 2 Lantai Dekat Stadion Maguwoharjo,"Maguwoharjo, Yogyakarta",3,3,2,103 m²,100 m²
Rp 395 Juta,https://www.rumah123.com/properti/sleman/hos17056334/,Rumah baru di Purwobinangun palagan utara 300jt'an 5menit UII,"Pakem, Sleman",2,1,1,75 m²,45 m²
"Rp 2,1 Miliar",https://www.rumah123.com/properti/sleman/hos17094474/,Kost Exclusive Baru Full Furnish Di JL. Kaliurang KM. 7 Dekat UGM,"Ngaglik, Sleman",10,11,2,121 m²,162 m²
Rp 783 Juta,https://www.rumah123.com/properti/sleman/hos15661801/,Rumah di Sleman Senyaman Villa One Gate System Ambarketawang Gamping,"Gamping, Sleman",3,2,,79 m²,75 m²
Rp 10 Miliar,https://www.rumah123.com/properti/yogyakarta/hos17094317/,Turun Harga Rumah Strategis di Jalan Tentara Pelajar Yogyakarta,"Jetis, Yogyakarta",5,2,,323 m²,150 m²
"Rp 1,7 Miliar",https://www.rumah123.com/properti/sleman/hos17094305/,Jual Rumah di Nogotirto Jalan Godean,"Gamping, Sleman",4,2,2,144 m²,200 m²
"Rp 3,3 Miliar",https://www.rumah123.com/properti/sleman/hos17094281/,Rumah Murah Dlm Perum Premium Area Ngaglik Lokasi Dekat Jln Palagan,"Ngaglik, Sleman",3,2,1,148 m²,135 m²
Rp 10 Miliar,https://www.rumah123.com/properti/yogyakarta/hos17094260/,Harus Terjual Cepat Nego Sampai Deal Harga Dibawah Pasaran Rumah Tua Luas Tanah 323m2 Surat HGB Lokasi Di Detis Kota Jogjakarta Kawasan Strategis Daerah Istimewa Yogyakarta ( DIY ) Jawa Tengah Hub Thanty 08111089928,"Jetis, Yogyakarta",4,3,3,323 m²,120 m²
Rp 775 Juta,https://www.rumah123.com/properti/sleman/hos17094201/,Rumah Dijual Tajem Ngemplak Sleman Jogja.SUPER STRATEGIS MURAH!!,"Ngemplak, Sleman",3,2,1,145 m²,80 m²
Rp 600 Juta,https://www.rumah123.com/properti/yogyakarta/hos17094235/,Rumah Murah Hook Dlm Perum Area Maguwoharjo Dkt Jogbay Dan Lottemart,"Maguwoharjo, Yogyakarta",3,1,1,109 m²,80 m²
"Rp 2,45 Miliar",https://www.rumah123.com/properti/sleman/hos15630902/,Rumah Kolam Renang Tepi Jalan Aspal Sleman Purwomartani Kalasan,"Kalasan, Sleman",4,4,,175 m²,125 m²
"Rp 1,1 Miliar",https://www.rumah123.com/properti/sleman/hos12330760/,"Rumah Cantik, Siap Huni, Dalam Kompleks Perumaham","Godean, Sleman",3,1,2,145 m²,100 m²
"Rp 1,8 Miliar",https://www.rumah123.com/properti/sleman/hos17094174/,Rumah Kost Khas Industrial Mnmlis Untuk Investasi Lokasi Dekat Uii,"Ngemplak, Sleman",8,8,2,112 m²,150 m²
"Rp 1,1 Miliar",https://www.rumah123.com/properti/sleman/hos17094132/,Dijual Rumah Asri Dlm Komplek Lokasi Premium Dijalan Rajawali,"Condong Catur, Sleman",3,2,1,150 m²,120 m²
Rp 498 Juta,https://www.rumah123.com/properti/sleman/hos17094122/,Rumah Dijual Sidomoyo Godean Sleman Jogja.SUPER MURAH!!,"Godean, Sleman",3,2,1,90 m²,65 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/sleman/hos17094095/,Rumah Murah Dlam Perum Terdapat Clubhouse Area Palagan Dekat Hyatt,"Ngaglik, Sleman",2,1,1,209 m²,65 m²
Rp 495 Juta,https://www.rumah123.com/properti/sleman/hos17093986/,Rumah Dijual Wedomartani  Ngemplak Sleman Jogja.SUPER MURAH KPR!!,"Ngemplak, Sleman",2,1,1,72 m²,72 m²
Rp 592 Juta,https://www.rumah123.com/properti/sleman/hos17092599/,Rumah Cantik Lingkungan Nasionalis Dekat Kantor Pemda Sleman,"Godean, Sleman",2,1,1,104 m²,50 m²
"Rp 5,5 Miliar",https://www.rumah123.com/properti/sleman/hos17093988/,"Rumah Baru Jalan Kaliurang Dekat Kampus UGM, Full Furnished Sudah ada Kolam Renang Pribadi.","Ngaglik, Sleman",4,4,2,192 m²,300 m²
"Rp 1,4 Miliar",https://www.rumah123.com/properti/sleman/hos17093958/,RUMAH DEKAT KAMPUS UNRIYO MAGUWOHARJO COCOK UNTUK INVESTASI,"Ngemplak, Sleman",3,4,1,150 m²,160 m²
Rp 730 Juta,https://www.rumah123.com/properti/sleman/hos17093932/,Rumah Dijual Purwomartani kalasan sleman Jogja.SUPER STRATEGIS!!,"Kalasan, Sleman",3,2,1,100 m²,80 m²
"Rp 4,5 Miliar",https://www.rumah123.com/properti/sleman/hos17093936/,"RUMAH LUAS DI JAKAL KM 7 COCOK UNTUK HUNIAN,KOS & INVESTASI","Ngaglik, Sleman",12,8,8,650 m²,1000 m²
Rp 885 Juta,https://www.rumah123.com/properti/sleman/hos17093911/,RUMAH DI PURWOMARTANI COCOK UNTUK HUNIAN & INVESTASI,"Kalasan, Sleman",2,2,2,156 m²,120 m²
"Rp 1,78 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17093890/,RUMAH DI PUGERAN MAGUWOHARJO COCOK UNTUK HUNIAN & INVESTASI,"Maguwoharjo, Yogyakarta",4,3,2,120 m²,160 m²
"Rp 1,78 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17093864/,RUMAH DI PUGERAN MAGUWOHARJO COCOK UNTUK HUNIAN & INVESTASI,"Maguwoharjo, Yogyakarta",4,3,2,120 m²,160 m²
Rp 885 Juta,https://www.rumah123.com/properti/sleman/hos17093845/,RUMAH MURAH DI PURWOMARTANI  COCOK UNTUK HUNIAN & INVESTASI,"Kalasan, Sleman",2,2,1,156 m²,120 m²
"Rp 4,7 Miliar",https://www.rumah123.com/properti/sleman/hos17093830/,Rumah Mewah 2 Lantai Full Furnished Di Cluster Elite Barat Jalan Kaliurang Km,"Ngaglik, Sleman",4,3,,334 m²,250 m²
"Rp 4,5 Miliar",https://www.rumah123.com/properti/sleman/hos17093818/,RUMAH LUAS DI JAKAL KM 7 COCOK UNTUK HUNIAN & INVESTASI,"Ngaglik, Sleman",12,8,8,650 m²,1000 m²
"Rp 1,47 Miliar",https://www.rumah123.com/properti/sleman/hos17093790/,Rumah Dijual Utara Jogja Bay Depok Sleman Jogja.SUPER STRATEGIS!!,"Depok, Sleman",4,3,1,178 m²,131 m²
"Rp 1,4 Miliar",https://www.rumah123.com/properti/sleman/hos17093800/,RUMAH DEKAT STADION MAGUWOHARJO COCOK UNTUK HUNIAN & INVESTASI,"Ngemplak, Sleman",3,4,2,150 m²,160 m²
Rp 315 Juta,https://www.rumah123.com/properti/sleman/hos16776591/,Hunian Pesan Bangun di Ds Yapah Promo All In Legalitas Only 315jt,"Ngaglik, Sleman",1,1,1,88 m²,36 m²
"Rp 2,52 Miliar",https://www.rumah123.com/properti/yogyakarta/hos15656189/,Rumah Super Mewah Maguwoharjo Kawasan Elit di Jogja,"Maguwoharjo, Yogyakarta",5,4,,177 m²,130 m²
Rp 594 Juta,https://www.rumah123.com/properti/sleman/hos15656873/,Rumah di Sleman Serasa Villa Dalam Cluster Dekat Pasar Gamping,"Sleman, Sleman",2,1,1,79 m²,40 m²
